Nombre,Marca,Clase,Precio,Peso,Volumen,Año de Fabricación,Capacidad de Baterí­a,Resolución,Tipo de Pantalla,Conectividad,Memoria RAM,Almacenamiento,Resistencia al Agua,Número de bodega,Número de estante
monitor,LG,Monitores,3795413,5.009.088.412.906.530,14.846.322.108.262.100,2017,,1080p,,,,,,3,8
camara,Nikon,Wearables,8857446,3.913.125.462.709.310,270.630.680.167.675,2003,,4K,,,,,,2,1
televisores,TCL,Informática,1799899,30.830.579.607.072.100,165.913.844.538.941,2013,,1080p,LED,,,,,2,9
audifonos,Sony,Fotografía,2512123,4.304.541.988.000.690,37.776.148.429.938,2014,,,,,,,,1,1
parlante,LG,Monitores,5540168,3.768.124.356.694.580,1.527.871.983.149.910,2013,,,,5G,,,,1,8
lavadora,LG,Monitores,9073369,4.032.570.388.281.700,14.413.853.467.080.100,2007,,,,,,,,3,8
parlante,Sony,Informática,7880812,2.415.622.511.489.640,3.697.395.277.160.990,2006,,,,5G,,,,3,9
lavadora,Bosch,Electrodomésticos,5438916,3.916.019.900.598.750,11.160.441.759.981.000,2023,,,,,,,,2,3
celular,Samsung,Monitores,2466240,4.914.247.927.517.140,20.681.499.698.948.900,2002,5486.0,,,NFC,16GB,,None,1,9
secadora,Whirlpool,Monitores,2646357,42.248.023.300.108.800,137.687.149.936.089,2005,,,,,,,,3,4
nevera,Whirlpool,Fotografía,3672289,3.206.733.999.667.650,1.939.545.640.906.320,2016,,,,,,,,1,8
teclado,Corsair,Fotografía,1322485,43.894.319.352.328.400,25.548.369.976.924.900,2018,,,,,,,,2,10
nevera,LG,Comunicaciones,699945,4.453.686.452.048.930,17.125.535.511.281.100,2014,,,,,,,,2,10
cargador,Samsung,Wearables,5131985,3.975.682.565.326.100,7.818.355.358.819.380,2012,,,,,,,,2,9
secadora,LG,Electrodomésticos,5226944,11.123.561.922.107.100,11.838.243.352.917.000,2004,,,,,,,,3,10
camara,Nikon,Fotografía,1453300,4.389.733.071.076.490,14.940.111.073.174.900,2023,,1080p,,,,,,3,9
televisores,LG,Comunicaciones,8307522,15.765.702.882.789.300,13.775.644.243.075.100,2018,,1080p,LED,,,,,1,2
teclado,Corsair,Monitores,4635438,4.903.966.975.222.020,1.389.042.651.247.090,2004,,,,,,,,1,2
secadora,LG,Videojuegos,5406091,26.092.030.903.240.200,12.885.487.282.380.800,2002,,,,,,,,3,6
secadora,Samsung,Comunicaciones,4270559,4.312.015.889.359.350,13.156.806.784.667.700,2014,,,,,,,,1,10
parlante,Sony,Monitores,9219595,4.614.984.622.322.790,3.751.908.809.999.640,2012,,,,Bluetooth,,,,3,1
camara,Sony,Videojuegos,6690479,4.400.553.935.510.330,33.860.001.090.825.600,2014,,8K,,,,,,1,5
teclado,Corsair,Comunicaciones,4943254,4.810.252.925.867.240,9.352.859.380.278.290,2003,,,,,,,,3,7
cargador,Anker,Fotografía,8952473,3.717.638.543.781.680,1.487.517.974.409.530,2008,,,,,,,,3,2
camara,Canon,Videojuegos,5595784,26.676.152.801.830.900,29.622.636.301.401.600,2015,,,,,,,,2,6
celular,Samsung,Monitores,9231363,24.233.688.733.067.800,24.144.748.076.919.700,2016,,,,5G,4GB,256GB,None,1,3
teclado,Corsair,Fotografía,2474403,20.119.469.330.301.700,19.772.997.801.011.600,2020,,,,,,,,1,1
nevera,LG,Wearables,8020380,2.387.269.617.989.360,1.648.590.426.665.320,2018,,,,,,,,1,2
nevera,GE,Audio,6962605,5.776.648.558.689.170,16.841.297.792.257.200,2001,,,,,,,,1,4
parlante,Sony,Monitores,1398166,22.717.883.587.826.400,4.331.972.480.284.980,2007,,,,NFC,,,,1,10
smart watch,Garmin,Videojuegos,4000032,12.931.985.891.599.900,7.845.657.210.967.560,2005,7785.0,,,,,,IP67,2,1
tablet,Apple,Electrodomésticos,6924653,34.513.555.454.488.800,6.174.405.510.146.170,2019,5442.0,,OLED,NFC,,512GB,,1,9
lavadora,Bosch,Electrodomésticos,3262065,15.659.811.793.894.000,14.452.172.765.338.900,2018,,,,,,,,2,2
parlante,Sony,Wearables,5188756,1.106.578.822.289.530,3.391.634.063.831.310,2018,,,,NFC,,,,2,4
monitor,LG,Electrodomésticos,3924687,9.278.836.731.953.920,18.496.765.742.818.500,2005,,8K,,,,,,1,4
camara,Canon,Wearables,9242649,7.428.065.314.836.880,7.345.412.438.829.700,2023,,,,,,,,3,4
televisores,TCL,Monitores,7579352,3.071.746.166.427.650,5.249.354.390.114.400,2021,,1080p,LCD,,,,,1,4
parlante,LG,Comunicaciones,4289135,29.368.214.804.228.100,4.437.524.855.397.380,2010,,,,WiFi,,,,2,1
teclado,Corsair,Videojuegos,9496027,2.945.000.883.854.870,22.225.444.739.819.300,2015,,,,,,,,3,2
mouse,Logitech,Comunicaciones,87867,11.850.293.041.675.500,33.258.513.613.124.900,2001,,,,,,,,1,5
cpu,AMD,Fotografía,6369565,13.330.781.901.278.800,19.752.659.681.808.700,2014,,,,,,,,1,4
teclado,Logitech,Audio,1318098,2.113.776.461.985.400,26.789.884.949.120.200,2014,,,,,,,,3,3
cargador,Belkin,Audioportátil,1112316,1.055.783.815.544.980,1.800.225.932.043.850,2006,,,,,,,,3,7
parlante,Sony,Informática,6757695,10.470.592.587.430.900,11.628.832.342.662.400,2014,,,,NFC,,,,1,5
parlante,JBL,Audioportátil,8594852,26.080.619.163.037.000,30.582.902.016.336.900,2000,,,,WiFi,,,,2,9
audifonos,Bose,Audio,6952938,8.544.850.087.261.450,3.411.496.582.207.940,2015,,,,NFC,,,,3,1
cargador,Belkin,Informática,7155913,47.954.531.672.769.200,9.281.538.301.207.720,2003,,,,,,,,2,3
laptop,Apple,Monitores,5514324,27.126.107.416.075.200,5.211.463.533.680.390,2004,,,LED,4G,32GB,,,3,6
parlante,LG,Audioportátil,6815633,12.961.167.248.616.100,26.051.534.475.178.800,2009,,,,4G,,,,2,7
tablet,Amazon,Audio,2384079,28.080.674.208.249.800,3.881.825.875.851.130,2014,3072.0,,LED,5G,16GB,128GB,,3,6
mouse,Microsoft,Fotografía,9378155,3.265.904.286.753.190,17.597.388.332.567.000,2011,,,,,,,,1,3
audifonos,Beats,Audio,4403269,26.516.242.672.187.500,338.586.804.729.799,2005,,,,NFC,,,,2,5
parlante,Sony,Audio,5261477,15.205.682.470.384.600,36.325.959.049.802.800,2015,,,,,,,,2,5
cargador,Belkin,Informática,915614,5.082.933.807.732.830,1.982.123.286.674.190,2010,,,,,,,,3,9
lavadora,Whirlpool,Monitores,3702580,3.061.052.723.774.940,14.889.586.434.835.200,2022,,,,,,,,3,8
cargador,Belkin,Videojuegos,7078475,3.619.322.412.020.550,575.592.446.804.442,2002,,,,,,,,3,10
laptop,HP,Audio,2468828,3.822.340.540.203.270,5.938.877.197.576.160,2006,,,,5G,4GB,64GB,,1,2
monitor,Samsung,Wearables,5341905,24.462.762.289.856.300,6.595.443.282.102.410,2009,,,OLED,,,,,3,3
camara,Sony,Comunicaciones,9421769,7.500.766.389.281.490,4.589.384.205.322.620,2017,,1080p,,,,,,2,2
secadora,Bosch,Audio,5498762,4.487.822.725.118.330,12.772.967.662.099.400,2011,,,,,,,,2,4
secadora,Bosch,Monitores,706110,5.614.718.771.168.790,10.951.102.046.611.300,2008,,,,,,,,3,3
parlante,JBL,Videojuegos,1720310,4.819.277.726.887.940,2.740.414.712.037.890,2013,,,,NFC,,,,3,1
smart watch,Garmin,Monitores,5249459,2.246.302.008.237.280,689.309.771.727.335,2016,,,LED,Bluetooth,,,,1,2
celular,Huawei,Audioportátil,7097395,2.561.161.709.241.370,2.840.801.461.093.800,2017,,,,Bluetooth,32GB,,IP67,3,4
nevera,LG,Audio,3692518,7.533.849.094.276.340,2.810.998.964.640.730,2013,,,,,,,,3,9
laptop,Apple,Electrodomésticos,7414077,4.609.878.387.672.430,5.492.348.599.571.970,2012,,,OLED,Bluetooth,4GB,1TB,,1,9
parlante,Sony,Videojuegos,6168347,491.417.274.852.255,3.678.847.518.459.750,2015,,,,,,,,2,7
mouse,Logitech,Informática,6880564,12.951.786.897.500.200,40.228.776.552.168.300,2019,,,,,,,,1,8
smart watch,Fitbit,Electrodomésticos,6461881,196.494.844.395.361,1.995.096.196.489.470,2012,2385.0,,LED,Bluetooth,,,None,3,9
televisores,Samsung,Audioportátil,2391082,13.645.059.414.798.100,5.998.836.646.713.310,2010,,4K,OLED,,,,,1,4
secadora,Bosch,Wearables,5431022,2.588.421.499.637.120,12.362.986.115.013.000,2012,,,,,,,,1,2
tablet,Huawei,Electrodomésticos,1884300,4.676.493.353.111.330,4.100.128.341.177.450,2020,,,,5G,,64GB,,1,3
mouse,Microsoft,Audioportátil,2048776,23.669.095.214.033.300,2.771.563.984.265.420,2007,,,,,,,,3,9
celular,Apple,Fotografía,8691115,2.369.213.753.599.390,4.820.604.285.154.460,2012,4498.0,,,5G,32GB,1TB,None,2,6
cpu,Qualcomm,Wearables,5132362,2.881.730.725.207.150,10.727.563.380.390.400,2004,,,,,,,,3,2
cpu,IBM,Wearables,9453578,31.665.667.823.504.700,14.936.304.989.701.300,2018,,,,,,,,2,1
smart watch,Apple,Audioportátil,1118660,7.019.490.576.514.010,14.976.601.036.363.500,2018,,,,4G,,,,3,5
cargador,Apple,Fotografía,6509983,4.132.474.723.165.160,11.158.766.366.718.600,2007,,,,,,,,1,5
smart watch,Garmin,Audioportátil,2871338,3.379.361.815.618.600,19.826.564.782.104.800,2019,5230.0,,OLED,WiFi,,,IP68,1,7
monitor,Samsung,Audioportátil,4601392,18.350.297.504.113.700,11.588.002.836.978.200,2017,,1080p,OLED,,,,,1,8
teclado,Microsoft,Wearables,4104082,16.648.615.985.645.700,16.618.668.174.377.800,2021,,,,,,,,3,8
audifonos,Sony,Electrodomésticos,5057174,3.713.237.486.705.270,4.425.699.200.652.940,2013,,,,5G,,,,1,6
secadora,LG,Audioportátil,8613782,43.274.864.965.576.700,13.745.027.949.542.000,2015,,,,,,,,1,6
camara,Canon,Informática,7858549,1.020.188.140.823.060,33.927.138.658.972.300,2012,,1080p,,,,,,2,1
parlante,Bose,Comunicaciones,3310580,4.741.357.368.685.500,22.703.156.858.236.500,2022,,,,,,,,2,4
smart watch,Garmin,Wearables,3640940,34.191.816.718.480.600,13.886.046.919.589.200,2007,4945.0,,OLED,WiFi,,,IP68,3,5
camara,Canon,Audio,9566852,34.921.356.401.382.700,17.676.619.204.374.100,2017,,1080p,,,,,,1,7
laptop,Apple,Informática,7569316,11.232.405.215.659.600,27.277.689.516.942.500,2004,,,LCD,5G,16GB,,,2,5
nevera,Samsung,Videojuegos,4511227,24.379.521.720.818.900,2.987.742.728.573.050,2002,,,,,,,,1,1
teclado,Corsair,Audio,8258003,10.833.319.416.007.000,1.541.883.512.055.000,2014,,,,,,,,2,9
cargador,Samsung,Videojuegos,5590557,278.035.115.136.714,14.030.044.946.071.700,2004,,,,,,,,1,7
televisores,Sony,Audio,8182704,24.757.112.590.083.900,18.204.583.978.082.700,2017,,1080p,LED,,,,,1,7
secadora,LG,Wearables,1052609,43.625.284.986.792.700,10.627.304.270.525.700,2008,,,,,,,,3,7
audifonos,Bose,Fotografía,9928302,41.369.262.602.957.800,36.969.734.537.486.800,2006,,,,4G,,,,3,4
laptop,Apple,Fotografía,9500355,30.044.521.699.188.500,66.455.736.931.272.300,2022,,,LED,NFC,32GB,,,1,1
lavadora,Bosch,Fotografía,6942723,2.817.103.260.543.700,13.540.864.612.012.100,2017,,,,,,,,1,3
lavadora,LG,Fotografía,1772625,1.773.142.755.327.590,10.197.905.096.105.900,2006,,,,,,,,3,9
cargador,Belkin,Electrodomésticos,2376823,3.536.902.180.449.170,19.096.110.258.795.400,2008,,,,,,,,1,2
cpu,Intel,Wearables,1780794,9.474.765.373.292.060,13.190.496.300.160.800,2023,,,,,,,,1,1
parlante,Sony,Comunicaciones,2894036,1.918.425.516.666.420,43.735.737.531.736.100,2006,,,,,,,,1,7
secadora,Whirlpool,Monitores,6390931,25.708.109.333.014.200,1.295.201.871.918.090,2001,,,,,,,,2,8
tablet,Samsung,Informática,458309,16.142.476.306.658.100,3.028.897.786.295.980,2014,,,,NFC,8GB,1TB,,1,8
cargador,Belkin,Comunicaciones,3609207,26.981.952.087.169.000,14.879.995.973.444.700,2005,,,,,,,,3,4
televisores,Sony,Wearables,3765754,20.611.188.767.103.800,15.395.881.263.656.300,2004,,,OLED,,,,,3,2
tablet,Samsung,Wearables,4610717,16.228.229.659.193.200,6.160.792.643.380.180,2013,5432.0,,,,32GB,1TB,,3,4
nevera,Whirlpool,Comunicaciones,8082254,3.752.138.366.886.160,163.908.502.928.556,2019,,,,,,,,3,7
secadora,Whirlpool,Videojuegos,2050549,3.737.107.561.208.340,10.949.136.501.609.500,2014,,,,,,,,3,6
lavadora,Bosch,Monitores,3454304,267.260.586.172.642,14.732.934.678.087.300,2018,,,,,,,,2,1
nevera,Whirlpool,Fotografía,8615903,2.728.873.039.520.330,17.829.176.010.447.300,2005,,,,,,,,3,2
laptop,HP,Fotografía,4832720,3.726.065.953.347.910,32.193.342.224.217.300,2000,4722.0,,OLED,WiFi,16GB,64GB,,2,2
tablet,Apple,Wearables,6542826,30.926.474.398.998.600,3.886.282.143.841.070,2022,2632.0,,LCD,5G,32GB,128GB,,2,4
nevera,Whirlpool,Audioportátil,1542266,32.179.337.395.720.500,17.515.546.474.985.300,2004,,,,,,,,2,7
televisores,TCL,Electrodomésticos,4268429,12.760.629.528.256.900,17.653.417.885.898.200,2019,,4K,LCD,,,,,1,7
teclado,Corsair,Informática,5197657,4.153.704.201.558.490,17.689.397.563.304.900,2012,,,,,,,,2,2
cargador,Anker,Audio,8224406,1.064.581.011.583.590,12.922.570.312.947.000,2016,,,,,,,,2,1
cpu,Intel,Audio,3391891,14.796.736.989.412.800,1.091.383.204.708.760,2019,,,,,,,,1,9
celular,Huawei,Informática,7957466,7.153.554.599.995.580,46.209.254.401.079.000,2007,2732.0,,,4G,8GB,128GB,IP67,3,6
laptop,Lenovo,Wearables,1111673,39.930.386.470.526.500,68.943.901.690.604.400,2001,,,LED,NFC,8GB,256GB,,1,8
nevera,LG,Fotografía,1051168,4.354.998.408.849.970,27.909.841.977.244.900,2001,,,,,,,,2,5
televisores,Sony,Wearables,7435062,62.546.749.366.509.900,8.300.768.798.019.160,2008,,4K,OLED,,,,,1,3
cargador,Samsung,Electrodomésticos,6047180,1.970.866.409.839.630,6.587.962.233.590.390,2017,,,,,,,,3,5
cargador,Apple,Fotografía,6885132,7.914.974.623.776.490,19.734.896.508.001.400,2021,,,,,,,,1,5
nevera,LG,Audioportátil,4796671,879.536.301.621.296,17.135.520.019.663.700,2007,,,,,,,,2,9
cargador,Belkin,Fotografía,8276159,2.773.721.840.400.770,8.174.094.624.211.100,2023,,,,,,,,1,5
monitor,Samsung,Monitores,5506149,4.161.298.715.847.980,5.471.347.572.015.600,2005,,,LCD,,,,,1,9
cargador,Samsung,Informática,6724424,47.091.294.351.999,18.282.956.499.558.100,2016,,,,,,,,3,9
laptop,Lenovo,Audioportátil,1590805,4.753.716.874.572.620,24.656.006.767.441.900,2015,,,LED,Bluetooth,4GB,256GB,,2,7
nevera,GE,Informática,310534,11.677.122.191.349.000,24.799.594.346.668.100,2008,,,,,,,,1,10
mouse,Razer,Audio,8349934,31.624.708.097.096.400,19.944.275.254.885.600,2002,,,,,,,,1,7
tablet,Amazon,Monitores,1213367,38.014.058.494.662.400,41.443.520.650.755.600,2017,1768.0,,LED,,16GB,256GB,,1,9
tablet,Samsung,Audioportátil,5006395,3.673.650.070.310.070,49.454.516.544.342.300,2002,,,OLED,4G,16GB,128GB,,1,1
celular,Xiaomi,Electrodomésticos,4651237,4.724.004.681.814.610,4.780.083.850.031.410,2018,,,,4G,16GB,,None,3,6
celular,Apple,Electrodomésticos,5457354,25.574.029.809.491.900,2.939.182.668.712.220,2010,9928.0,,,,,512GB,,2,8
teclado,Razer,Comunicaciones,5813294,6.048.535.381.456.340,1.468.715.343.938.900,2010,,,,,,,,1,2
smart watch,Garmin,Monitores,8063463,27.407.759.083.147.900,13.953.253.674.520.600,2005,,,OLED,5G,,,IP67,3,6
cpu,Qualcomm,Informática,2337393,5.493.596.142.547.100,1.262.203.030.677.570,2009,,,,,,,,1,9
monitor,Samsung,Audio,3150618,24.468.732.983.487.800,1.986.520.390.913.270,2007,,1080p,LED,,,,,2,8
tablet,Samsung,Informática,6362898,32.007.581.278.771.700,4.876.976.519.915.220,2007,9600.0,,LED,Bluetooth,,,,3,2
secadora,Bosch,Videojuegos,4684758,12.216.473.953.198.200,11.938.924.225.860.500,2013,,,,,,,,1,3
monitor,HP,Videojuegos,7863414,3.985.980.157.627.510,14.586.184.790.520.600,2011,,1080p,LCD,,,,,2,9
teclado,Corsair,Informática,9668025,26.604.162.884.246.100,2.772.297.041.363.750,2012,,,,,,,,2,1
cargador,Apple,Electrodomésticos,7148176,34.735.434.340.056.500,10.087.735.812.236.300,2006,,,,,,,,3,9
lavadora,LG,Monitores,877746,1.414.564.485.437.750,11.438.365.986.987.900,2018,,,,,,,,2,7
parlante,Bose,Informática,7325692,25.268.524.875.184.100,4.980.792.303.049.920,2007,,,,WiFi,,,,1,7
laptop,Lenovo,Audio,8856650,43.531.823.982.926.500,466.941.828.520.886,2000,9136.0,,,NFC,32GB,128GB,,3,3
cargador,Apple,Informática,5762880,4.448.648.287.280.420,15.865.495.271.944.600,2004,,,,,,,,1,8
televisores,TCL,Videojuegos,2819918,444.226.445.930.887,52.320.921.765.053.900,2006,,,OLED,,,,,2,3
mouse,Razer,Comunicaciones,3223051,3.617.112.879.718.390,4.293.245.033.596.950,2021,,,,,,,,2,2
camara,Panasonic,Comunicaciones,2042011,1.403.322.157.667.590,8.052.066.455.663.510,2007,,,,,,,,3,3
cargador,Samsung,Monitores,6618968,3.154.155.105.556.920,16.815.121.878.545.100,2022,,,,,,,,2,3
camara,Canon,Monitores,6726287,303.132.739.749.415,6.532.824.954.744.090,2018,,4K,,,,,,1,3
laptop,HP,Fotografía,4195108,20.347.658.592.879.900,2.679.806.875.852.160,2022,,,LED,4G,4GB,64GB,,1,1
smart watch,Samsung,Informática,4102231,23.873.436.626.149.400,7.833.127.954.845.860,2020,,,LCD,Bluetooth,,,IP67,3,9
camara,Panasonic,Electrodomésticos,2147018,20.347.224.915.942.200,5.372.959.014.209.970,2012,,8K,,,,,,2,1
tablet,Apple,Wearables,1051141,16.098.633.512.294.800,5.497.493.033.933.200,2016,,,OLED,NFC,8GB,512GB,,2,6
televisores,Samsung,Fotografía,2482292,28.572.965.263.643.400,18.952.360.773.847.700,2021,,1080p,LCD,,,,,1,7
celular,Apple,Monitores,5618152,20.800.139.065.073.300,2.405.233.951.599.680,2010,1412.0,,,4G,32GB,512GB,None,2,10
mouse,HP,Electrodomésticos,2454401,2.441.025.322.063.240,2.595.926.147.383.450,2008,,,,,,,,1,10
teclado,Logitech,Electrodomésticos,2736771,2.964.393.944.095.190,22.080.680.133.784.900,2001,,,,,,,,2,1
lavadora,Whirlpool,Fotografía,6980839,18.875.672.168.511.300,12.701.167.534.293.500,2001,,,,,,,,3,8
nevera,LG,Fotografía,5449810,2.923.707.941.758.110,24.280.264.766.209.500,2016,,,,,,,,1,6
smart watch,Fitbit,Fotografía,3991879,11.932.591.062.280.400,11.006.340.659.355.200,2017,,,,,,,None,2,7
mouse,Logitech,Fotografía,6329592,3.571.986.671.165.560,11.458.688.569.772.800,2014,,,,,,,,1,7
camara,Panasonic,Videojuegos,5068013,22.485.536.317.865.000,23.857.648.772.964.000,2010,,1080p,,,,,,1,8
cargador,Anker,Informática,5825125,4.400.357.042.748.600,8.033.752.074.172.120,2020,,,,,,,,2,1
tablet,Samsung,Electrodomésticos,5142944,3.570.012.395.007.910,3.004.633.822.282.650,2022,,,LCD,4G,16GB,512GB,,2,3
celular,Xiaomi,Comunicaciones,3301028,4.730.160.275.682.200,36.757.769.650.901.500,2019,,,,NFC,32GB,64GB,None,1,4
televisores,Samsung,Wearables,9203675,8.355.921.759.384.400,1.968.035.153.140.360,2003,,8K,LCD,,,,,3,9
televisores,Sony,Wearables,8171366,27.017.253.536.944.800,18.841.165.518.804.100,2004,,1080p,LED,,,,,2,10
televisores,Samsung,Comunicaciones,6510984,3.712.483.201.587.840,14.129.595.809.345.300,2019,,,,,,,,2,7
laptop,Dell,Wearables,3476537,26.961.648.198.197.200,7.881.905.992.036.740,2003,,,OLED,NFC,,256GB,,3,6
secadora,LG,Audio,4931405,39.920.122.051.171.400,14.180.323.824.862.500,2008,,,,,,,,2,4
cpu,IBM,Monitores,5852794,11.679.970.416.316.700,1.767.409.123.017.950,2018,,,,,,,,3,8
parlante,JBL,Audio,2854052,30.871.612.451.824.800,1.921.467.947.118.110,2008,,,,5G,,,,1,5
secadora,Samsung,Comunicaciones,8288794,11.189.182.450.604.100,1.130.977.363.127.880,2006,,,,,,,,2,10
televisores,Sony,Informática,4762704,7.632.566.779.282.390,1.989.749.386.028.940,2021,,8K,LCD,,,,,1,10
parlante,JBL,Fotografía,8093635,4.454.578.301.062.840,13.257.273.764.768.600,2000,,,,NFC,,,,3,3
tablet,Samsung,Fotografía,3667404,3.642.181.701.432.860,22.214.550.778.984.900,2020,4366.0,,,,16GB,512GB,,2,8
mouse,Logitech,Electrodomésticos,3260723,14.678.086.095.690.200,310.663.282.679.102,2018,,,,,,,,2,4
tablet,Apple,Wearables,1829835,23.741.081.920.192.400,5.827.233.197.535.460,2018,2783.0,,LED,4G,32GB,1TB,,2,6
mouse,HP,Audioportátil,8693314,40.153.432.878.701.200,39.053.777.924.418.400,2023,,,,,,,,3,9
cpu,Intel,Audio,5916240,13.046.920.838.409.800,9.765.185.973.242.020,2000,,,,,,,,1,8
lavadora,Samsung,Audio,1903472,1.035.163.221.222.860,1.492.563.409.732.620,2016,,,,,,,,2,7
lavadora,LG,Audioportátil,9461867,22.246.052.557.816.700,10.640.202.091.358.100,2014,,,,,,,,3,9
televisores,Sony,Wearables,9551587,30.176.180.838.038.100,8.535.745.611.680.560,2007,,,LED,,,,,2,8
cpu,Intel,Electrodomésticos,1769377,3.996.747.703.914.830,1.680.131.823.255.620,2018,,,,,,,,2,6
monitor,Dell,Fotografía,6700678,11.103.706.451.601.800,8.164.132.531.047.730,2021,,4K,,,,,,1,4
camara,Nikon,Videojuegos,2382315,3.404.045.045.335.750,17.788.978.849.264.300,2021,,1080p,,,,,,1,4
celular,Xiaomi,Wearables,9790503,4.463.766.123.540.890,21.562.360.072.871.700,2014,,,,WiFi,32GB,64GB,IP68,2,9
televisores,TCL,Monitores,5455727,41.614.569.504.316.300,11.433.877.473.279.500,2007,,4K,OLED,,,,,3,5
lavadora,Bosch,Electrodomésticos,8281901,3.971.353.878.560.220,12.887.198.280.857.900,2023,,,,,,,,2,6
nevera,GE,Wearables,888843,16.692.710.814.588.100,24.613.539.407.811.600,2006,,,,,,,,2,3
tablet,Samsung,Electrodomésticos,955667,15.915.434.865.050.500,21.824.200.379.245.200,2004,,,LED,5G,32GB,1TB,,1,5
laptop,Dell,Videojuegos,7051492,37.518.722.528.160.400,414.329.029.621.966,2018,4815.0,,OLED,Bluetooth,32GB,512GB,,2,4
mouse,Logitech,Fotografía,2314245,22.170.593.828.377.500,4.345.381.747.177.790,2001,,,,,,,,2,3
monitor,HP,Fotografía,1970091,3.955.199.071.776.850,19.703.076.808.296.600,2017,,8K,OLED,,,,,3,8
teclado,Corsair,Wearables,651852,13.567.010.894.481.300,11.003.482.982.777.900,2000,,,,,,,,2,1
camara,Panasonic,Fotografía,263438,3.543.555.643.065.260,17.747.151.464.406.500,2022,,8K,,,,,,2,2
celular,Apple,Videojuegos,3348599,2.252.424.607.486.990,17.205.029.612.781.100,2015,,,,4G,8GB,256GB,IP67,1,3
laptop,HP,Electrodomésticos,9775116,4.286.888.950.929.490,51.965.130.704.900.000,2019,6072.0,,,NFC,16GB,256GB,,3,6
lavadora,Whirlpool,Wearables,6217440,30.091.314.253.414.300,12.280.957.032.970.100,2008,,,,,,,,3,2
camara,Panasonic,Wearables,6942814,4.231.183.024.128.670,46.726.439.731.053,2010,,4K,,,,,,3,5
cpu,AMD,Audio,6350572,4.895.177.483.257.120,1.127.266.252.265.990,2007,,,,,,,,3,9
secadora,Samsung,Audio,5679251,19.382.304.520.133.700,14.083.707.540.285.100,2000,,,,,,,,1,5
audifonos,Sennheiser,Monitores,7841344,4.784.178.774.858.670,492.007.333.422.154,2016,,,,4G,,,,3,9
cpu,AMD,Audioportátil,8086505,710.613.144.144.681,19.848.487.515.624.600,2021,,,,,,,,1,3
mouse,Razer,Audio,7883712,4.879.616.319.380.930,45.320.739.964.348.300,2012,,,,,,,,1,5
celular,Huawei,Audio,8355249,5.817.129.589.807.760,31.479.573.356.956.200,2011,,,,,,256GB,,2,3
lavadora,Samsung,Informática,7592502,21.229.850.370.341.800,1.457.207.501.063.040,2003,,,,,,,,1,3
cpu,IBM,Comunicaciones,7378724,26.992.275.444.430.100,13.567.533.064.288.300,2016,,,,,,,,2,10
audifonos,Bose,Videojuegos,5892619,13.484.769.857.807.700,15.030.524.960.436.200,2022,,,,4G,,,,2,2
secadora,Samsung,Fotografía,9863136,12.917.106.954.978.900,10.147.873.318.789.200,2016,,,,,,,,2,8
lavadora,Bosch,Audioportátil,6965962,1.982.155.331.827.190,12.696.985.786.048.700,2004,,,,,,,,1,3
cargador,Samsung,Audio,2162094,21.664.095.641.606.100,8.653.580.002.033.130,2013,,,,,,,,3,7
nevera,Samsung,Audioportátil,8492052,3.273.996.426.233.620,2.380.896.498.252.870,2016,,,,,,,,3,4
cargador,Belkin,Electrodomésticos,1716056,2.119.813.562.065.980,1.154.367.354.605.330,2013,,,,,,,,3,7
mouse,Logitech,Fotografía,9117340,11.422.575.226.024.900,11.926.670.982.030.900,2013,,,,,,,,2,5
nevera,Whirlpool,Fotografía,1093776,15.404.449.680.326.200,29.189.613.344.156.000,2023,,,,,,,,2,10
cargador,Samsung,Comunicaciones,4348385,13.844.775.848.797.000,16.110.692.115.859.600,2021,,,,,,,,1,3
nevera,Samsung,Videojuegos,1294882,6.140.424.094.511.470,1.662.506.665.907.760,2012,,,,,,,,3,9
camara,Nikon,Fotografía,4636020,15.275.981.373.743.200,8.341.585.996.031.300,2001,,,,,,,,3,3
televisores,Samsung,Audioportátil,7219758,1.184.313.501.963.210,12.430.407.153.448.900,2013,,1080p,LED,,,,,1,9
tablet,Samsung,Audio,5459088,1.164.018.888.314.840,5.512.118.099.877.140,2002,5677.0,,OLED,5G,16GB,128GB,,2,4
monitor,HP,Monitores,2071789,18.535.418.868.173.500,8.064.749.117.156.260,2021,,1080p,,,,,,3,5
tablet,Huawei,Wearables,5154034,15.169.397.662.062.500,5.208.621.006.071.310,2017,,,LED,4G,8GB,,,1,10
camara,Sony,Audioportátil,6415340,2.097.192.041.501.770,8.914.757.724.506.770,2021,,1080p,,,,,,3,2
cargador,Belkin,Fotografía,3674796,4.741.981.146.708.400,5.690.233.718.849.790,2020,,,,,,,,3,3
parlante,LG,Fotografía,3083351,3.308.793.437.251.020,17.073.708.087.812.400,2006,,,,,,,,2,8
teclado,Razer,Audioportátil,5072465,4.697.999.457.367.260,25.806.109.890.542.800,2019,,,,,,,,1,3
audifonos,Sony,Videojuegos,6854014,34.709.401.271.315.200,14.083.090.727.134.000,2022,,,,WiFi,,,,1,2
monitor,Dell,Comunicaciones,3749697,1.579.032.912.358.760,19.904.426.789.229.000,2012,,,,,,,,3,2
camara,Canon,Fotografía,4979399,14.867.727.489.909.700,37.313.284.441.174.200,2022,,1080p,,,,,,3,4
parlante,Bose,Electrodomésticos,4657292,3.354.961.391.946.240,21.090.361.578.188.600,2019,,,,Bluetooth,,,,2,8
